name,organization,address,city,state,zip,county,beds,category,type,total_bed_count,total_resident_count,icf_idd,license_number
Diligent Care Group Home #1,"Diligent Care, Inc.",310 Magnolia Square Crt,Aberdeen,NC,28315,Richmond,4,IID,Residential,4,4,FALSE,MHL-077-071
Circlewood Drive,Monarch,"350 Pee Dee Ave., Suite 101",Albemarle,NC,28001,Richmond,6,MI,Residential,6,6,FALSE,MHL-077-072
Diligent Care Group Home #II,"Diligent Care, Inc.",310 Magnolia Square Ct.,Aberdeen,ND,28315,Richmond,4,IID,Residential,4,4,FALSE,MHL-077-082
"Creative Helping Hands, LLC","Creative Helping Hands, LLC",478 Greenlake Road,Rockingham,NC,28379,Richmond,4,MD,Residential,4,4,FALSE,MHL-077-087
Child Fac Based Crisis of Richmond-Daymark Rec Ser Inc,"Daymark Recovery Services, Inc.","523 North US Highway 1, Suite C",Rockingham,NC,28379,Richmond,16,MD,Residential,16,9,FALSE,MHL-077-088
Our House,Robeson Health Care Corporation,309-B E. Wardell Drive,Pembroke,NC,28372,Robeson,10,SUD,Residential,10,10,FALSE,MHL-078-045
Westside Residential,"Community Innovations, Inc.",80 Alliance Drive,Whiteville,NC,28472,Robeson,6,IID,Residential,6,5,TRUE,MHL-078-049
Corbel Residential,"Community Innovations, Inc.",80 Alliance Drive,Whiteville,NC,28472,Robeson,6,IID,Residential,6,6,TRUE,MHL-078-069
Cedar Street Residential,"Community Innovations, Inc.",80 Alliance Drive,Whiteville,NC,28472,Robeson,3,IID,Residential,3,3,FALSE,MHL-078-095
"Angelo's Care Home, Inc.","Angelo's Care Home, Inc.",10091 US Highway 74 West,Maxton,NC,28364,Robeson,6,IID,Residential,6,6,FALSE,MHL-078-138
Hope House,"Life Opportunities, Inc.",PO Box 448,Shannon,NC,28386,Robeson,4,MI,Residential,4,4,FALSE,MHL-078-150
A Better Way Residential Services,"Life Opportunities, Inc.",PO Box 448,Shannon,NC,28386,Robeson,4,MI,Residential,4,4,FALSE,MHL-078-159
Riverbend Residential Services #1,"Riverbend Services, Inc.",PO Box 1768,Lumberton,NC,28359,Robeson,4,MI,Residential,4,3,FALSE,MHL-078-166
"Chaparral Youth Services, LLC","Chaparral Youth Services, LLC",16 Stanley St,Pembroke,NC,28372,Robeson,4,MI,Residential,4,4,FALSE,MHL-078-170
Johnson Center II,The Johnson Center Home Incorporated,PO Box 844,Red Springs,NC,28377,Robeson,4,MI,Residential,4,4,FALSE,MHL-078-197
First Image Inc. Grace Court,Robeson Health Care Corporation (RHCC),3750 Meadowview Rd. Apt A-1,Lumberton,NC,28358,Robeson,8,SUD,Residential,8,8,FALSE,MHL-078-229
Asbury Homes - Pembroke,"Asbury Homes, Inc.",11337 Joe Brown Highway,Tabor City,NC,28463,Robeson,4,IID,Residential,6,0,FALSE,MHL-078-256
Asbury Homes - Pembroke,"Asbury Homes, Inc.",11337 Joe Brown Highway,Tabor City,NC,28463,Robeson,2,MI,Residential,6,0,FALSE,MHL-078-256
"Angelo's Care Home, Inc. II","Angelo's Care Home, Inc.",10091 US Hwy 74 West,Maxton,NC,28364,Robeson,4,IID,Residential,4,0,FALSE,MHL-078-275
Tanglewood Arbor,Monarch,"350 Pee Dee Ave., Ste. 101",Albemarle,NC,28001,Robeson,1,SUD,Residential,16,16,FALSE,MHL-078-276
Tanglewood Arbor,Monarch,"350 Pee Dee Ave., Ste. 101",Albemarle,NC,28001,Robeson,15,MD,Residential,16,16,FALSE,MHL-078-276
RHCC Recovery Home,Robeson Health Care Corporation,60 Commerce Plaza,Pembroke,NC,28372,Robeson,9,SUD,Residential,9,9,FALSE,MHL-078-283
Newgate House,"Carolinas Home Care Agency, Inc.",PO Box 1723,Whiteville,NC,28472,Robeson,6,IID,Residential,6,6,FALSE,MHL-078-291
Cameron Home,Homecare Management Corporation,5855 Executive Center Drive,Charlotte,NC,28212,Robeson,2,MI,Residential,2,2,FALSE,MHL-078-309
Johnson Center I,The Johnson Center Home Incorporated,PO Box 844,Red Springs,NC,28377,Robeson,4,MI,Residential,4,3,FALSE,MHL-078-315
Community Outreach Youth Services,"Community Outreach Youth Services, LLC",7935 Hwy 74 West,Rowland,NC,28383,Robeson,8,SUD,Residential,8,2,FALSE,MHL-078-317
Riverbend Residential Services #2,"Riverbend Services, Inc.",6688 NC Highway 41 North,Lumberton,NC,28358,Robeson,4,MI,Residential,4,4,FALSE,MHL-078-319
Renewing Grace Residential Home,"Carter Clinic, P.A.",2151 Skibo Road,Fayetteville,NC,28314,Robeson,12,MI,Residential,12,12,FALSE,MHL-078-325
"Life Opportunities, Inc.-""Striving for a Better Life""","Life Opportunities, Inc.",303 East 4th Avenue,Red Springs,NC,28377,Robeson,4,MD,Residential,4,4,FALSE,MHL-078-329
Wilkinson Facility,"ShineLight, Inc.",203 Rowan Street,Fayetteville,NC,28301,Robeson,4,IID,Residential,4,0,FALSE,MHL-078-330
Renewing Grace Residential Home Building (B),"Carter Clinic, P.A.",2151 Skibo Road Suite 200,Fayetteville,NC,28314,Robeson,12,MD,Residential,12,5,FALSE,MHL-078-333
Remmsco Men's Halfway House,"REMMSCO, Inc.",PO  Box 1121,Reidsville,NC,27323,Rockingham,9,SUD,Residential,9,9,FALSE,MHL-079-001
Rouse's Group Homes,"Rouse's Group Home, Inc.",P. O. Box 16,Stoneville,NC,27048,Rockingham,30,IID,Residential,30,20,TRUE,MHL-079-004
Rouse's Group Home #6,"Rouse's Group Home, Inc.",P. O. Box 16,Stoneville,NC,27048,Rockingham,1,IID,Residential,6,5,TRUE,MHL-079-047
Rouse's Group Home #6,"Rouse's Group Home, Inc.",P. O. Box 16,Stoneville,NC,27048,Rockingham,5,IID,Residential,6,5,TRUE,MHL-079-047
Cedar Place,"Rouse's Group Home, Inc.",P.O. Box 16,Stoneville,NC,27048,Rockingham,3,IID,Residential,3,3,FALSE,MHL-079-053
Faith House,"Youth Haven Services, LLC",229 Turner Dr,Reidsville,NC,27320,Rockingham,4,MI,Residential,4,4,FALSE,MHL-079-073
Clark Way Home,"WesCare Professional Services, LLC",10 A Oak Branch Dr,Greensboro,NC,27407,Rockingham,3,MD,Residential,3,3,FALSE,MHL-079-074
Bedford House,"WesCare Professional Services, LLC",10 A Oak Branch Dr,Greensboro,NC,27407,Rockingham,4,IID,Residential,4,1,FALSE,MHL-079-078
Smiths Farms,"United Support Services, Inc.",PO Box 337,Matthews,NC,28106,Rockingham,3,MI,Residential,3,3,FALSE,MHL-079-082
John Street Group Home,AbleCare Corp,305 South Westgate Dr.,Greensboro,NC,27407,Rockingham,3,IID,Residential,3,2,FALSE,MHL-079-098
Meadow House,"WesCare Professional Services, LLC",10 A Oak Branch Dr,Greensboro,NC,27407,Rockingham,3,IID,Residential,3,3,FALSE,MHL-079-106
Madison Place,"Rouse's Group Home II, Inc.",PO Box 327,Stoneville,NC,27048,Rockingham,6,IID,Residential,6,5,FALSE,MHL-079-108
Academy Place,"Rouse's Group Home II, Inc.",PO Box 327,Stoneville,NC,27048,Rockingham,6,IID,Residential,6,4,FALSE,MHL-079-109
Brentwood Manor,"Rouse's Group Home II, Inc.",PO Box 327,Stoneville,NC,27048,Rockingham,6,IID,Residential,6,5,FALSE,MHL-079-110
Eugene Drive,"Rouse's Group Home II, Inc.",PO Box 327,Stoneville,NC,27048,Rockingham,6,IID,Residential,6,5,FALSE,MHL-079-111
Woodland Place,"Rouse's Group Home II, Inc.",PO Box 327,Stoneville,NC,27048,Rockingham,5,IID,Residential,5,5,FALSE,MHL-079-112
Church Street,"Rouse's Group Home II, Inc.",PO Box 327,Stoneville,NC,27048,Rockingham,5,IID,Residential,5,5,FALSE,MHL-079-113
Westerly Park Home,"Rouse's Group Home II, Inc.",P.O. Box 327,Stoneville,NC,27048,Rockingham,4,IID,Residential,4,3,FALSE,MHL-079-118
Vision of Hope,Lillie P. Neal,906 Sharpe Avenue,Eden,NC,27288,Rockingham,4,IID,Residential,4,4,FALSE,MHL-079-121
The Dove House,"Youth Haven Services, LLC",229 Turner Drive,Reidsville,NC,27320,Rockingham,4,MD,Residential,4,4,FALSE,MHL-079-125
Laverne's Haven Residential Home Services,"Laverne's Haven Residential Services, LLC",195 Brookside Drive,Eden,NC,27288,Rockingham,5,IID,Residential,5,5,FALSE,MHL-079-129
Fayetteville Street Community Living Homes #3,"Fayetteville Street Community Living Home, LLC",3622 Lyckan Parkway 4004,Durham,NC,27707,Rockingham,3,IID,Residential,3,2,FALSE,MHL-079-132
Boyd Home,"United Living, LLC",PO Box 36436,Greensboro,NC,27416,Rockingham,3,IID,Residential,3,3,FALSE,MHL-079-137
"Laverne's Haven Residential Services, LLC","Laverne's Haven Residential Services, LLC",7022 Lakeview Terrace,Danville,VA,24540,Rockingham,4,IID,Residential,4,3,FALSE,MHL-079-139
"AGAPE Home Living Care Phase II, LLC","AGAPE Home Living Care Phase II, LLC",5505 Crabapple Court,Greensboro,NC,27405,Rockingham,3,IID,Residential,3,3,FALSE,MHL-079-142
Laverne's Haven-Center Court,"Laverne's Haven Residential Home Services, LLC",7022 Lakeview Terrace,Danville,VA,24540,Rockingham,5,IID,Residential,5,5,FALSE,MHL-079-143
JBH Home,"WesCare Professional Services, LLC",10-A Oak Branch Drive,Greensboro,NC,27407,Rockingham,4,IID,Residential,4,1,FALSE,MHL-079-144
Unique Souls,Unique Souls LLC,PO Box 3371,Eden,NC,27289,Rockingham,4,IID,Residential,4,3,FALSE,MHL-079-145
Halicia's Haven of Hope,Halicia's Haven of Hope LLC,PO Box 3371,Eden,NC,27289,Rockingham,3,MD,Residential,3,0,FALSE,MHL-079-146
Laverne's Haven-South Hamilton,"Laverne's Haven Residential Home Services, LLC",7022 Lakeview Terrace,Danville,VA,24540,Rockingham,6,IID,Residential,6,0,FALSE,MHL-079-148
Timber Ridge Treatment Center,"Timber Ridge Treatment Center, Inc.",PO Box 259,Gold Hill,NC,28071,Rowan,60,MD,Residential,60,35,FALSE,MHL-080-035
Fresh Start-Boundary House,"Newpath Youth Services, Inc.",PO Box 4084,Salisbury,NC,28144,Rowan,4,MI,Residential,4,4,FALSE,MHL-080-101
Chances Group Home,"Newpath Youth Services, Inc.",PO Box 4084,Salisbury,NC,28145,Rowan,4,MI,Residential,4,4,FALSE,MHL-080-122
Cabarrus County Group Home #5,"Cabarrus County Group Homes, Inc.",P.O. Box 1197,Concord,NC,28026,Rowan,5,IID,Residential,5,5,FALSE,MHL-080-164
Cabarrus County Group Home #6,"Cabarrus County Group Homes, Inc.",PO Box 1197,Concord,NC,28026,Rowan,5,IID,Residential,5,5,FALSE,MHL-080-165
Cabarrus County Group Home #7,"Cabarrus County Group Homes, Inc.",PO Box 1197,Concord,NC,28026,Rowan,5,IID,Residential,5,5,FALSE,MHL-080-166
Cabarrus County Group Home #8,"Cabarrus County Group Homes, Inc.",P.O. Box 1197,Concord,NC,28026,Rowan,6,IID,Residential,6,4,FALSE,MHL-080-167
Cabarrus County Group Home #9,"Cabarrus County Group Homes, Inc.",P.O. Box 1197,Concord,NC,28026,Rowan,6,IID,Residential,6,6,FALSE,MHL-080-168
Cabarrus County Group Home #10,"Cabarrus County Group Homes, Inc.",P.O. Box  1197,Concord,NC,28026,Rowan,6,IID,Residential,6,4,FALSE,MHL-080-169
A.C.E. Program,Nazareth Children's Home,PO Box 1438,Rockwell,NC,28138,Rowan,8,MI,Residential,8,4,FALSE,MHL-080-173
Pine Street,HANDS LLC of Rowan,4115 Pine Street,Salisbury,NC,28147,Rowan,3,IID,Residential,3,0,FALSE,MHL-080-204
TGH Residential Services,"TGH Behavioral Health Services, Inc.",328 Old Concord Rd.,Salisbury,NC,28144,Rowan,4,MD,Residential,4,4,FALSE,MHL-080-214
TMR Residential,"TGH Behavioral Health Services, Inc.",328 Old Concord Rd.,Salisbury,NC,28144,Rowan,4,MI,Residential,4,4,FALSE,MHL-080-216
S & S Residential Services,"TGH Behavioral Health Services, Inc.",328 Old Concord Rd.,Salisbury,NC,28144,Rowan,4,MI,Residential,4,4,FALSE,MHL-080-217
"Revive Housing, LLC","Revive Housing, LLC",323 Main Street,Salisbury,NC,28144,Rowan,4,MD,Residential,4,4,FALSE,MHL-080-222
Stepping Stone Services,"Stepping Stone Services, LLC",P.O. BOX 2452,SALISBURY,NC,28145,Rowan,4,MD,Residential,4,4,FALSE,MHL-080-223
Lizzy House,"A-Mae's Solution, LLC",130 Pin Oak Court,Landis,NC,28088,Rowan,4,IID,Residential,4,3,FALSE,MHL-080-225
Pine Street 2,Hands LLC of Rowan,4145 Pine st,Salisbury,NC,28147,Rowan,2,IID,Residential,2,0,FALSE,MHL-080-227
Life-Way Homes,"Life-Way Homes, LLC",1141 Amberlight Circle,Salisbury,NC,28144,Rowan,3,MD,Residential,3,3,FALSE,MHL-080-230
The Swing Center,"Nazareth Children's Home, Inc",725 Crescent Road,Rockwell,NC,28138,Rowan,10,MD,Residential,10,5,FALSE,MHL-080-231
Green Home,"The Kids Workshop, Inc",5901 Beatties Ford Road,Charlotte,NC,28216,Rowan,2,MD,Residential,2,0,FALSE,MHL-080-232
Selah House,"Buffalo's Concerned For Youth, Inc",806 Foxmeade Court,Salsibury,NC,28144,Rowan,4,MD,Residential,4,0,FALSE,MHL-080-233
Life-Way Homes,"Life-Way Homes, LLC","1 Buffalo Avenue NW, Suite 201",Concord,NC,28025,Rowan,4,MD,Residential,4,0,FALSE,MHL-080-234
Stepping Stone at Fulton,"Stepping Stone Services, LLC",PO Box 2452,Salisbury,NC,28145,Rowan,3,MD,Residential,3,0,FALSE,MHL-080-235
The Oaks,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28002,Rutherford,6,IID,Residential,6,6,FALSE,MHL-081-005
Tri-City Group Home,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Rutherford,6,IID,Residential,6,6,FALSE,MHL-081-008
VOCA-Woodland,VOCA Corporation of North Carolina,301 10th St. NW  Ste B-101,Conover,NC,28613,Rutherford,6,IID,Residential,6,6,TRUE,MHL-081-016
VOCA-Rollins Group Home,VOCA Corporation of North Carolina,"301 10th St NW,   Ste b-101",Conover,NC,28613,Rutherford,6,IID,Residential,6,6,TRUE,MHL-081-018
Kelly's Care,K D Support Services,467 West Main St,Forest City,NC,28043,Rutherford,6,IID,Residential,6,6,FALSE,MHL-081-069
McDaniel  Home,Universal MH/DD/SAS,370 N Louisiana Avenue Suite A-2,Asheville,NC,28806,Rutherford,2,MI,Residential,2,2,FALSE,MHL-081-073
Kelly's Care II,"KD Support Services, LLC",467 W Main Street,Forest City,NC,28043,Rutherford,6,IID,Residential,6,6,FALSE,MHL-081-076
Kelly's Care 6,"KD Support Services, LLC",467 West Main St,Forest City,NC,28043,Rutherford,6,IID,Residential,6,5,FALSE,MHL-081-087
Kelly's Care #8,"KD Support Services, LLC",467 West Main St,Forest City,NC,28043,Rutherford,9,IID,Residential,9,6,FALSE,MHL-081-091
Kelly's Care #3,"KD Support Services, LLC",467 West Main St,Forest City,NC,28043,Rutherford,3,IID,Residential,3,3,FALSE,MHL-081-094
Graceland,HomeCare Management Corporation,5855 Executive Center Drive,Charlotte,NC,28212,Rutherford,2,MI,Residential,2,1,FALSE,MHL-081-098
Kelly's Care #7,"KD Support Services, LLC",467 West Main St,Forest City,NC,28043,Rutherford,4,IID,Residential,4,4,FALSE,MHL-081-104
Cherry Mountain Home,VOCA Corporation of North Carolina,1005 Spring Street,Wilkesboro,NC,28697,Rutherford,3,MI,Residential,3,3,FALSE,MHL-081-106
Peace in the City,Peace in the City,P.O. Box 987,Forest City,NC,28043,Rutherford,4,MI,Residential,4,0,FALSE,MHL-081-109
Peace in the City-House of Love,Peace in the City,P.O. Box 987,Forest City,NC,28043,Rutherford,4,MI,Residential,4,3,FALSE,MHL-081-111
Peace In The City - House of Hope,Peace in the City,P.O. Box 987,Forest City,NC,28043,Rutherford,4,MI,Residential,4,4,FALSE,MHL-081-112
Joyful Too,"KD Support Services, LLC",467 West Main St,Forest City,NC,28043,Rutherford,6,MI,Residential,6,6,FALSE,MHL-081-113
Kelly's Care #4,"KD Support Services, LLC",467 West Main St.,Forest City,NC,28043,Rutherford,4,IID,Residential,4,3,FALSE,MHL-081-120
Foothills at Red Oak Recovery,"Red Oak Adolescent Recovery, LLC",108 Executive Park,Asheville,NC,28801,Rutherford,16,SUD,Residential,16,12,FALSE,MHL-081-127
Peace In The City-Grace House,Peace In The City,PO Box 987,Forest City,NC,28043,Rutherford,4,MI,Residential,4,0,FALSE,MHL-081-130
Mountain View Home,Voca Corporation of North Carolina,"170 Hidden Shadows Drive, Suite 1",Boone,NC,28607,Rutherford,3,MD,Residential,3,3,FALSE,MHL-081-135
The McDaniel House,"North Carolina Outreach Group Homes, LLC",PO Box 249,Nevo,NC,28761,Rutherford,3,MD,Residential,3,2,FALSE,MHL-081-137
Heaven's Angel Home,"Renewed Services, Inc","213 Patton Drive, Suite C",Shelby,NC,28150,Rutherford,2,MD,Residential,2,0,FALSE,MHL-081-138
Healy Home,"North Carolina Outreach Group Homes, LLC",PO Box 249,Nebo,NC,28761,Rutherford,3,MD,Residential,3,2,FALSE,MHL-081-139
Skill Creations of Clinton,"Skill Creations, Inc.",P.O. Box 1664,Goldsboro,NC,27533,Sampson,15,IID,Residential,15,15,TRUE,MHL-082-003
Garland Group Home,"Duplin-Sampson Group Homes, Inc.",PO Box 1190,Clinton,NC,28329,Sampson,5,IID,Residential,5,5,FALSE,MHL-082-041
Sampson Group Home,"Duplin Sampson Group Homes, Inc.",PO Box 1190,Clinton,NC,28329,Sampson,5,IID,Residential,5,3,FALSE,MHL-082-042
Mercy Care I,"Mercy Care, Inc.",218 Moore Street,Clinton,NC,28328,Sampson,4,IID,Residential,4,4,FALSE,MHL-082-060
"Rainbow 66 Storehouse, Inc.","Rainbow 66 Storehouse, Inc.",1225 South Caledonia Road,Laurinburg,NC,28352,Scotland,2,SUD,Residential,3,0,FALSE,MHL-083-029
"Rainbow 66 Storehouse, Inc.","Rainbow 66 Storehouse, Inc.",1225 South Caledonia Road,Laurinburg,NC,28352,Scotland,1,IID,Residential,3,0,FALSE,MHL-083-029
Miracle Haven of Wagram,"TT & T Services, Inc.",126 N. Main St.,Raeford,NC,28376,Scotland,4,MI,Residential,4,4,FALSE,MHL-083-031
Miracle Haven of Wagram,"TT & T Services, Inc.",126 N. Main St.,Raeford,NC,28376,Scotland,0,MD,Residential,4,4,FALSE,MHL-083-031
"Rainbow 66 Storehouse, Inc.","Rainbow 66 Storehouse, Inc",1225 S. Caledonia Road,Laurinburg,NC,28352,Scotland,3,IID,Residential,3,0,FALSE,MHL-083-037
Marie G. Smith Group Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,6,IID,Residential,6,6,TRUE,MHL-084-008
Moss I Group Home,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Stanly,5,IID,Residential,5,5,TRUE,MHL-084-011
Robert W. Thompson Group Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,6,IID,Residential,6,6,TRUE,MHL-084-015
A. Jack Wall Group Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,6,IID,Residential,6,6,TRUE,MHL-084-017
Gary Cowan Group Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,6,IID,Residential,6,6,FALSE,MHL-084-022
Lafayette Group Home,Monarch,"350 Pee Dee Ave, Ste 101",Albemarle,NC,28001,Stanly,6,IID,Residential,6,6,FALSE,MHL-084-026
Durrett Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,5,IID,Residential,5,5,FALSE,MHL-084-029
Holbrook Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,3,IID,Residential,3,2,FALSE,MHL-084-030
Cohen House,Monarch,"350 Pee Dee Ave, Ste 101",Albemarle,NC,28001,Stanly,4,IID,Residential,4,4,FALSE,MHL-084-036
Anderson Road Group Home,Monarch,"350 Pee Dee Ave, Ste 101",Albemarle,NC,28001,Stanly,5,IID,Residential,5,5,FALSE,MHL-084-040
East Main Street Group Home,Monarch,"350 Pee Dee Ave, Ste 101",Albemarle,NC,28001,Stanly,6,IID,Residential,6,6,FALSE,MHL-084-041
Valleyview Group Home,Monarch,"350 Pee Dee Ave, Ste 101",Albemarle,NC,28001,Stanly,6,IID,Residential,6,6,FALSE,MHL-084-042
Carolina Farms Group Home #1,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,6,IID,Residential,6,6,TRUE,MHL-084-054
Carolina Farms Group Home #2,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,6,IID,Residential,6,6,TRUE,MHL-084-057
Carolina Farms Group Home #3,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,6,IID,Residential,6,6,TRUE,MHL-084-061
Starr Apartments A B C D,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,4,IID,Residential,4,3,FALSE,MHL-084-064
Moss II Group Home,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Stanly,6,IID,Residential,6,6,TRUE,MHL-084-065
Burress Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,4,IID,Residential,4,3,FALSE,MHL-084-068
Second Street Home,Monarch,350 Pee Dee Ave. Suite 101,Albemarle,NC,28001,Stanly,6,MI,Residential,6,6,FALSE,MHL-084-069
Morrell Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,4,IID,Residential,4,4,FALSE,MHL-084-070
Martin Apartment,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,4,IID,Residential,4,4,FALSE,MHL-084-073
Waverly House,"Easter Seals UCP North Carolina & Virginia, Inc.",5171 Glenwood Avenue Suite 211,Raleigh,NC,27612,Stanly,6,MI,Residential,6,6,FALSE,MHL-084-078
Doby Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,4,IID,Residential,4,4,FALSE,MHL-084-079
Taylor Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,4,IID,Residential,4,4,FALSE,MHL-084-082
Lowder Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28002,Stanly,3,IID,Residential,3,3,FALSE,MHL-084-083
Loretta's Place,"Premier Service of Carolina, Inc.",109 Penny Street,Albemarle,NC,28001,Stanly,12,MI,Residential,12,11,FALSE,MHL-084-085
Tanglewood Home,GHA Autism Supports,PO Box 2487,Albemarle,NC,28001,Stanly,4,IID,Residential,4,4,FALSE,MHL-084-088
Morrow Valley Farmstead,GHA Autism Supports,213 North Second Street,Albemarle,NC,28001,Stanly,10,IID,Residential,10,10,TRUE,MHL-084-102
Mandy Baucom Home,"Abound Health, LLC",6824 Wilgrove Mint HIll Road,Mint HIll,NC,28227,Stanly,2,MD,Residential,2,1,FALSE,MHL-084-103
Oakwood AFL,"North Carolina LIfe of Rehabilitation, Inc",1100 W Oakwood Ave,Albemarle,NC,28001,Stanly,2,MD,Residential,2,2,FALSE,MHL-084-105
Tiffany's Home,"United Support Services, Inc",PO Box 337,Charlotte,NC,28106,Stanly,3,MD,Residential,3,2,FALSE,MHL-084-106
Scott's Family Care Home,"Scott's Family Care Home, Inc",403 Knollwood Circle,Albemarle,NC,28001,Stanly,5,IID,Residential,5,0,FALSE,MHL-084-107
Pilotview,Monarch,"350 Pee Dee Ave, Suite101",Albemarle,NC,28001,Stokes,5,IID,Residential,5,5,TRUE,MHL-085-005
Pinnacle Homes #1,"Pinnacle Homes, DDA, LLC",PO Box 70,Pinnacle,NC,27043,Stokes,8,MI,Residential,8,8,FALSE,MHL-085-026
Pinnacle Homes II,"Pinnacle Homes, DDA, LLC",PO Box 70,Pinnacle,NC,27043,Stokes,8,MI,Residential,8,8,FALSE,MHL-085-028
Hope Valley-Men's Division,"Hope Valley, Inc.",P.O. Box 467,Dobson,NC,27017,Surry,22,SUD,Residential,34,19,FALSE,MHL-086-006
Hope Valley-Men's Division,"Hope Valley, Inc.",P.O. Box 467,Dobson,NC,27017,Surry,12,SUD,Residential,34,19,FALSE,MHL-086-006
Hope Valley-Women's Division,"Hope Valley, Inc.",152 Hope Valley Road,Pilot Mountain,NC,27041,Surry,8,SUD,Residential,8,4,FALSE,MHL-086-007
Sydnor Street Group Home,"Surry-Yadkin Residential Services, Inc.",154 N. Renfro Street,Mount Airy,NC,27030,Surry,6,IID,Residential,6,6,TRUE,MHL-086-019
Park Drive Group Home,"Surry-Yadkin Residential Services, Inc.",154 N. Renfro Street Suite 104,Mount Airy,NC,27030,Surry,6,IID,Residential,6,6,TRUE,MHL-086-020
Peace Lily #2,"Peace Lily Development, Inc.",701 South Main Street,Dobson,NC,27017,Surry,9,IID,Residential,9,9,FALSE,MHL-086-032
Peace Lily #1,"Peace Lily Development, Inc.",701 South Main Street,Dobson,NC,27017,Surry,9,IID,Residential,9,9,FALSE,MHL-086-034
Gilmer Street Group Home,"Carolina Residential Services, Inc.",P.O. Box 286,Rutherford College,NC,28671,Surry,6,IID,Residential,6,0,FALSE,MHL-086-039
Hawthorn Heights,"Hawthorn Heights WNC, Inc.",656 Black Hill Road,Bryson City,NC,28713,Swain,9,MD,Residential,9,4,FALSE,MHL-087-016
"Transylvania Association for Disabled Citizens, Inc.",Transylvania Association for Disabled Citizens,830 Probart Street,Brevard,NC,28712,Transylvania,8,IID,Residential,8,6,FALSE,MHL-088-009
Trails Carolina,"TRAILS Carolina, LLC",500 Winding Gap Road,Lake Toxaway,NC,28747,Transylvania,108,MD,Residential,108,39,FALSE,MHL-088-020
Fisher Road Group Home,"Transylvania Vocational Services, Inc.",PO Box 1115,Brevard,NC,28712,Transylvania,3,IID,Residential,3,3,FALSE,MHL-088-021
Tapestry Eating Disorder Program,"Appalachian Outpatient Services, LLC",11 North Country Club Rd.,Brevard,NC,28712,Transylvania,6,MI,Residential,6,1,FALSE,MHL-088-023
Tanjer House,"Transylvania Vocational Services, Inc.",P.O. Box 1115,Brevard,NC,28712,Transylvania,4,IID,Residential,4,4,FALSE,MHL-088-026
Tyrrell County Group Home,"Roanoke Developmental Center, Inc.",PO Box 967,Plymouth,NC,27962,Tyrrell,6,IID,Residential,6,5,FALSE,MHL-089-003
Meadowview Home,Monarch,"350 Pee Dee Ave, Suite 101",Albrmarle,NC,28001,Union,6,IID,Residential,6,6,TRUE,MHL-090-010
Lake Monroe Home,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Union,6,IID,Residential,6,6,FALSE,MHL-090-025
Karen Lane Home,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Union,6,IID,Residential,6,6,TRUE,MHL-090-026
Ridgefield Home,Monarch,"350 Pee Dee Ave, Suite 101",Albemarle,NC,28001,Union,6,IID,Residential,6,6,TRUE,MHL-090-027
Easter Seals UCP NC-Union County Group Home,"Easter Seals UCP North Carolina & Virginia, Inc.",5171 Glenwood Avenue Suite 211,Raleigh,NC,27612,Union,6,IID,Residential,6,5,FALSE,MHL-090-123
Stegall Home,"Baptist Children's Homes of North Carolina, Inc.",P O Box 338,Thomasville,NC,27361,Union,6,IID,Residential,6,6,FALSE,MHL-090-151
Southgate Group Home,Monarch,"350 Pee Dee Ave, Ste 101",Albemarle,NC,28001,Union,5,MI,Residential,5,5,FALSE,MHL-090-163
Monroe Crisis Recovery Center,"Daymark Recovery Services, Inc.",2129 Statesville Blvd,Salisbury,NC,28147,Union,16,MD,Residential,16,15,FALSE,MHL-090-169
North Ridge Group Home,"Easter Seals UCP North Carolina & Virginia, Inc.",5171 Glenwood Avenue Suite 211,"Raleigh,",NC,27612,Union,6,MI,Residential,6,6,FALSE,MHL-090-171
