87 Silver Manor Road (OAK HILL)  ,South,87 Silver Manor Road ,OAK HILL)  
"88 Colony Terrace (RMS Development, Inc.) ",South,88 Colony Terrace ,"RMS Development, Inc.) "
884 Milford Point Road (ACORD),South,884 Milford Point Road ,ACORD)
89 Maple Avenue (Mosaic),South,89 Maple Avenue ,Mosaic)
"9 Brentley Drive (Community Residences, Inc.)",South,9 Brentley Drive ,"Community Residences, Inc.)"
"9 Fans Rock Road (Kennedy Center, Inc.) ",South,9 Fans Rock Road ,"Kennedy Center, Inc.) "
"9 Lambtown Road (Whole Life, Inc.)     ",South,9 Lambtown Road ,"Whole Life, Inc.)     "
90 Shunpike Road (DDS) ,South,90 Shunpike Road ,DDS) 
92 Clarke Road (OAK HILL) ,South,92 Clarke Road ,OAK HILL) 
"92 Dogwood Lane (RMS Development, Inc.)",South,92 Dogwood Lane ,"RMS Development, Inc.)"
"92 View Terrace (Marrakech, Inc.) ",South,92 View Terrace ,"Marrakech, Inc.) "
925 Long Hill Road (MOSAIC) ,South,925 Long Hill Road ,MOSAIC) 
93 Sawmill Drive (HART)  ,South,93 Sawmill Drive ,HART)  
"933 Totoket Road (SARAH Seneca Residential Svcs, Inc.)",South,933 Totoket Road ,"SARAH Seneca Residential Svcs, Inc.)"
951 Prospect Street (HART),South,951 Prospect Street ,HART)
969 North High Street (Mosaic)  ,South,969 North High Street ,Mosaic)  
990 Mix Avenue (HART United Inc.) ,South,990 Mix Avenue ,HART United Inc.) 
"Oliver Street (Benhaven, Inc.) ",South,Oliver Street ,"Benhaven, Inc.) "
"Wood Street (West Haven Comm. House Assoc., Inc.) ",South,Wood Street ,"West Haven Comm. House Assoc., Inc.) "
