Email,Provider Name,Address,City,State,Zip,County,Phone,Services,Location Type
isp@scarc.org,"SCARC, Inc.","15 US Route 206,Suite B",Augusta,NJ,"	07822",Sussex,973.383.7442 x 222,Day Habilitation,Service Delivery
isp@scarc.org,"SCARC, Inc.","26 Gail Court,Suite 3&amp;4",Sparta,NJ,"	07871",Sussex,,Day Habilitation,Service Delivery
isp@scarc.org,"SCARC, Inc.","4 Camre Dr.,Suite B",Newton,NJ,"	07860",Sussex,973.383.7442 x 0,Day Habilitation,Service Delivery
isp@scarc.org,"SCARC, Inc.","11 US Route 206,Suite C",Augusta,NJ,"	07822",Sussex,973.383.7442 x 0,Respite,Service Delivery
isp@scarc.org,"SCARC, Inc.","4 Camre Drive,Suite A",Newton,NJ,"	07860",Sussex,973.383.7442 x 0,"Career Planning,Day Habilitation,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
isp@scarc.org,"SCARC, Inc.","26 Gail Court,Suite 2",Sparta,NJ,"	07871",Sussex,973.383.7442 x 0,Day Habilitation,Service Delivery
isp@scarc.org,"SCARC, Inc.","11 US Route 206,Suite 100",Augusta,NJ,"	07822",Sussex,973.383.7442 x 222,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Individual Supports,Natural Supports Training,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
isp@scarc.org,"SCARC, Inc.","4 Camre Drive Suite U,Suite U",Newton,NJ,"	07860",Sussex,973.383.7442 x 0,"Day Habilitation,Supported Employment - Individual,Supported Employment - Small Group",Service Delivery
isp@scarc.org,"SCARC, Inc.","4 Camre Drive,Suite C",Newton,NJ,"	07860",Sussex,973.383.7442 x 0,Day Habilitation,Service Delivery
isp@scarc.org,"SCARC, Inc.",11 US Route 206 Suite 100-D,Augusta,NJ,"	07822",Sussex,973.383.7442 x 0,Respite,Service Delivery
isp@scarc.org,"SCARC, Inc.","15 Route 206,Suite A",Augusta,NJ,"	07822",Sussex,973.383.7442 x 0,Day Habilitation,Service Delivery
sds@schischool.org,"SCHI Disability Services, Inc.",345 Oak Street,Lakewood,NJ,"	08701",Ocean,732.886.0900 x 1626,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Individual Supports,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
sds@schischool.org,"SCHI Disability Services, Inc.",1875 Swarthmore Ave,Lakewood,NJ,"	08701",Ocean,732.886.0900 x 1626,"Day Habilitation,Prevocational Training,Speech, Language & Hearing Therapy",Service Delivery
ccentellas@searchdayprogram.com,Search Day Program Inc.,144 Robertsville Road,Freehold,NJ,"	07728",Monmouth,,Individual Supports,Service Delivery
dddinfo@searchdayprogram.com,Search Day Program Inc.,73 Wickapecko Drive,Ocean,NJ,"	07712",Monmouth,732.531.0454 x 0,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
authorizations@servbhs.org,"SERV Achievement Centers, Inc.",111 North Ave West,Cranford,NJ,"	07016",Union,,"Day Habilitation,Prevocational Training,Transportation",Service Delivery
authorizations@servbhs.org,"SERV Achievement Centers, Inc.",20 Scotch Road,West Trenton,NJ,"	08628",Mercer,609.406.0100 x 0,"Behavioral Supports,Community Based Supports,Individual Supports,Prevocational Training,Respite,Transportation",Admin/Service Delivery
authorizations@servbhs.org,"SERV Achievement Centers, Inc.",3175 Princeton Pike,Lawrenceville,NJ,"	08648",Mercer,,"Behavioral Supports,Community Based Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Respite,Transportation",Service Delivery
executivedirector18@hotmail.com,Skylands Center Offering Autism Programs,"Doctor's Park Building,3 Seber Road",Hackettstown,NJ,"	07840",Warren,908.850.6440 x 0,"Day Habilitation,Transportation",Admin/Service Delivery
mtbetheled@cslal.com,"Special Needs Residence, LLC",130 Mt. Bethel Road,Warren,NJ,"	07059",Somerset,908.757.7000 x 201,"Community Based Supports,Community Inclusion Services,Transportation",Admin/Service Delivery
info@spectrumforliving.org,Spectrum for Living Development Inc.,"210 Rivervale Road,Suite 3",Rivervale,NJ,"	07675",Bergen,201.358.8000 x 0,"Behavioral Supports,Career Planning,Cognitive Rehabilitation,Community Based Supports,Community Inclusion Services,Individual Supports,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
info@spectrumforliving.org,Spectrum for Living Development Inc.,91 Carver Avenue,Westwood,NJ,"	07675",Bergen,,Day Habilitation,Service Delivery
info@spectrumforliving.org,Spectrum for Living Development Inc.,200 Spectrum Drive,Edison,NJ,"	08817",Middlesex,,Day Habilitation,Service Delivery
info@spectrumforliving.org,Spectrum for Living Development Inc.,30 Morris Road,Ringwood,NJ,"	07456",Passaic,201.358.8000 x 0,Day Habilitation,Service Delivery
info@spectrumforliving.org,Spectrum for Living Development Inc.,1200 River Road,Teaneck,NJ,"	07666",Bergen,,Day Habilitation,Service Delivery
info@tender-care-llc.com,Tender Care LLC,2740 Route 10 Ste 103B,Morris Plains,NJ,"	07950",Morris,973.407.9296 x 0,"Behavioral Supports,Community Based Supports,Community Inclusion Services,Individual Supports,Occupational Therapy,Physical Therapy,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Transportation",Admin/Service Delivery
irecord@arc-middlesex.org,The Arc Middlesex County,1660 Stelton Road,Piscataway,NJ,"	08854",Middlesex,732.821.1199 x 0,Day Habilitation,Service Delivery
irecord@arc-middlesex.org,The Arc Middlesex County,1100 Cornwall Rd Ste 100,Monmouth Junction,NJ,"	08852",Middlesex,,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Prevocational Training,Respite,Support Coordination,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin
irecord@arc-middlesex.org,The Arc Middlesex County,581 Roosevelt Avenue,Carteret,NJ,"	07008",Middlesex,,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
irecord@arc-middlesex.org,The Arc Middlesex County,"31-32 Wills Way,Building 9",Piscataway,NJ,"	08854",Middlesex,732.821.1199 x 0,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
irecord@arc-middlesex.org,The Arc Middlesex County,"114 Main Street,Suite C",Woodbridge,NJ,"	07095",Middlesex,,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
irecord@arc-middlesex.org,The Arc Middlesex County,450-470 Hidden Lake Towne Center Drive,North Brunswick,NJ,"	08902",Not answered,732.821.1199 x 122,Day Habilitation,Service Delivery
supportsprogram@arcofmonmouth.org,The Arc of Monmouth,20 Meridian Road,Eatontown,NJ,"	07724",Monmouth,,"Behavioral Supports,Career Planning,Day Habilitation,Prevocational Training,Respite",Service Delivery
supportsprogram@arcofmonmouth.org,The Arc of Monmouth,3710 Route 9,Freehold,NJ,"	07728",Monmouth,,"Behavioral Supports,Career Planning,Community Inclusion Services,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
supportsprogram@arcofmonmouth.org,The Arc of Monmouth,395 Warburton Place,Long Branch,NJ,"	07740",Monmouth,732.493.1919 x 150,"Behavioral Supports,Career Planning,Day Habilitation,Prevocational Training",Service Delivery
supportsprogram@arcofmonmouth.org,The Arc of Monmouth,200 F Campus Drive,Morganville,NJ,"	07751",Monmouth,,"Behavioral Supports,Career Planning,Day Habilitation,Prevocational Training,Respite,Transportation",Service Delivery
supportsprogram@arcofmonmouth.org,The Arc of Monmouth,135 Monmouth Street,Red Bank,NJ,"	07701",Monmouth,,"Behavioral Supports,Career Planning,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group",Service Delivery
supportsprogram@arcofmonmouth.org,The Arc of Monmouth,1345 Campus Pkwy Ste A9,Wall Township,NJ,"	07753",Monmouth,732.938.2525 x 0,"Behavioral Supports,Career Planning,Day Habilitation,Prevocational Training,Respite",Service Delivery
supportsprogram@arcofmonmouth.org,The Arc of Monmouth,1158 Wayside Road,Tinton Falls,NJ,"	07712",Monmouth,732.493.1919 x 150,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Natural Supports Training,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Transportation",Admin/Service Delivery
Arc_Supports_Waiver_Info@arcunion.org,The Arc of Union County,54 Fadem Road,Springfield,NJ,"	07081",Union,,"Behavioral Supports,Day Habilitation",Service Delivery
arc_supports_waiver_Info@arcunion.org,The Arc of Union County,1181 Route 22,Mountainside,NJ,"	07092",Union,973.315.0000 x 0,"Assistive Technology,Behavioral Supports,Career Planning,Cognitive Rehabilitation,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Interpreter Services,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
Arc_Supports_Waiver_Info@arcunion.org,The Arc of Union County,70 Diamond Road,Springfield,NJ,"	07081",Union,,"Assistive Technology,Behavioral Supports,Career Planning,Cognitive Rehabilitation,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Interpreter Services,Natural Supports Training,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
arc_supports_waiver_Info@arcunion.org,The Arc of Union County,720 Lexington Avenue,Kenilworth,NJ,"	07033",Union,,"Career Planning,Day Habilitation,Prevocational Training,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Service Delivery
info@arcmorrris.org,The Arc/Morris Chapter,1 Executive Drive,Morris Plains,NJ,"	07950",Morris,973.326.9750 x 213,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Individual Supports,Natural Supports Training,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin
info@arcmorrris.org,The Arc/Morris Chapter,26 Main Street,Flanders,NJ,"	07836",Morris,973.970.9326 x 326,"Behavioral Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Respite,Transportation",Service Delivery
info@arcmorrris.org,The Arc/Morris Chapter,150 Algonquin Parkway,Whippany,NJ,"	07981",Morris,973.970.9326 x 213,"Behavioral Supports,Community Inclusion Services,Day Habilitation,Prevocational Training,Respite,Transportation",Service Delivery
irecord@theopendoornj.com,"The Open Door, LLC",1808 Route 37 East,Toms River,NJ,"	08753",Ocean,,Day Habilitation,Service Delivery
irecord@theopendoornj.com,"The Open Door, LLC","1658 Lakewood Road,Suite 12",Toms River,NJ,"	08755",Ocean,732.408.5681 x 0,"Career Planning,Community Based Supports,Community Inclusion Services,Prevocational Training,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
irecord@theopendoornj.om,"The Open Door, LLC",2110 Route 70,Manchester,NJ,"	08759",Ocean,,Prevocational Training,Service Delivery
irecord@theopendoornj.com,"The Open Door, LLC","1658 Lakewood Road,Suite 1-9",Toms River,NJ,"	08755",Ocean,732.408.5681 x 0,Day Habilitation,Service Delivery
tom@therosehouse.org,The Rose House,51 Gibraltar Dr Ste 2C,Morris Plains,NJ,"	07950",Morris,973.984.0006 x 0,"Community Based Supports,Community Inclusion Services,Individual Supports,Transportation",Admin/Service Delivery
grouphome@thecenternj.org,"The Special Children's Center, Inc.",1400 Prospect Street,Lakewood,NJ,"	08701",Ocean,,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Day Habilitation,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
grouphome@thecenternj.org,"The Special Children's Center, Inc.",1 Havenwood Ct,Lakewood,NJ,"	08701",Ocean,,Day Habilitation,Service Delivery
dddsupportsprogram@uirehab.com,Universal Institute Inc.,"15-17 Microlab Road, Suite 101",Livingston,NJ,"	07039",Essex,973.992.8181 x 34,"Behavioral Supports,Cognitive Rehabilitation,Community Inclusion Services,Day Habilitation,Individual Supports,Occupational Therapy,Physical Therapy,Prevocational Training,Respite,Speech, Language & Hearing Therapy,Supported Employment - Individual,Supported Employment - Small Group",Admin/Service Delivery
dddsupportsprogram@uirehab.com,Universal Institute Inc.,1 Cooper Avenue,Long Branch,NJ,"	07740",Monmouth,973.992.8181 x 34,"Behavioral Supports,Cognitive Rehabilitation,Community Inclusion Services,Day Habilitation,Occupational Therapy,Physical Therapy,Speech, Language & Hearing Therapy",Service Delivery
kashley1@voa-gny.org,"Volunteers of America Greater New York, Inc",205 West Milton Avenue,Rahway,NJ,"	07065",Union,732.827.2453 x 0,"Behavioral Supports,Transportation",Admin/Service Delivery
supportsprogram@war-ministry.org,WAR Ministry Corp.,"211 Warren Street,Suite 313",Newark,NJ,"	07103",Essex,862.955.4600 x 0,"Behavioral Supports,Career Planning,Community Based Supports,Community Inclusion Services,Individual Supports,Respite,Supported Employment - Individual,Supported Employment - Small Group,Transportation",Admin/Service Delivery
info@windmillalliance.org,"Windmill Alliance, Inc.",141 Broadway,Bayonne,NJ,"	07002",Hudson,,"Behavioral Supports,Day Habilitation",Admin/Service Delivery
twoods@woodsmanor.org,Woods Manor,409 Steeplechase Ct,Woodbury,NJ,"	08096",Gloucester,856.244.8072 x 0,"Behavioral Supports,Community Based Supports,Individual Supports,Respite",Admin/Service Delivery
DDAdultServices@ycs.org,"Youth Consultation Service, Inc.",60 Evergreen Place,East Orange,NJ,"	07018",Essex,973.482.8411 x 0,"Behavioral Supports,Community Based Supports,Individual Supports,Respite",Admin/Service Delivery
