Provider Email,Facility Name,Facility ID,Program Type,State Region,HHSC SubOffice,County,Service  Type,Facility  Licensed,Facility Certified,License No,License Effective Date,License Expiration Date,Physical Address,Physical Address CITY,Physical Address State,Physical Address Zipcode,Geo Location,Facility Phone Number,Facility Fax,Medicare Provider Number,Medicaid Provider Number,Total Licensed Capacity,Licensed Only Beds,Medicaid Only Beds,Medicare Only Beds,Medicaid / Medicare Beds,Alzheimer Capacity,ICFIID Beds,Owner_,Type of Entity,Owner Mailing1,Owner Mailing City,Owner Mailing STATE,Owner Mailing Zipcode,Owner PHONE,Owner FAX,Administrator,Management Company_
licenses@brightspringhealth.com,HASTINGS,3636,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,147491,6/20/2022,6/20/2025,5320 HASTINGS,FORT WORTH,TX,76133,"32.64667,-97.407755",(817) 370-1254,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,DEBORAH HINTON,
licenses@brightspringhealth.com,HUNTWICK,7303,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,150202,8/19/2023,8/19/2026,3744 HUNTWICK DR,FORT WORTH,TX,76123,"32.626093,-97.37461",(817) 370-2956,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,COBB TAMOSHANTER,
licenses@brightspringhealth.com,KINGSWOOD COMMUNITY HOME,3849,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,147609,8/20/2021,8/20/2024,6717 KINGSWOOD DR,FORT WORTH,TX,76133,"32.647922,-97.389837",(817) 294-9425,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,LIMITED PARTNERSHIP,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(409) 840-9111,(502) 394-2285,DEBORAH HINTON,
licenses@brightspringhealth.com,LONGMEADOW COMMUNITY HOME,7551,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,148595,1/1/2023,1/1/2026,4120 LONGMEADOW WAY,FORT WORTH,TX,76134,"32.632028,-97.383175",(817) 292-0533,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,LIMITED PARTNERSHIP,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(409) 840-9111,(502) 394-2285,DEBORAH HINTON,
mainstreamhab@sbcglobal.net,MOUNTAIN RIDGE,7329,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,147737,7/11/2021,7/11/2024,717 MOUNTAIN RIDGE COURT WEST,FORT WORTH,TX,76135,"32.822649,-97.485585",(817) 270-2747,(817) 270-1477,,,6,0,0,0,0,0,6,MAINSTREAM HABILITATION SERVICES OF TEXAS INC,FOR-PROFIT CORPORATION,PO BOX 1035,AZLE,TEXAS,76098,(817) 270-2747,(817) 270-1477,CAROLE BOYD,
web@cg-idd.com,OAKLAND PARK,3843,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,149694,4/1/2023,4/1/2026,4613/15 MENZER,FORT WORTH,TX,76103,"32.7478,-97.2681",(800) 299-5161,(817) 447-3033,,,6,0,0,0,0,0,6,"SOUTHERN CONCEPTS, INC?",FOR-PROFIT CORPORATION,PO BOX 758,GRANBURY,TX,76048,(817) 573-6922,(817) 579-6611,JOSHUA THICKLIN,
johnmatt-allen@rockhouses.org,OAKLAWN HOUSE,110546,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,308463,8/30/2021,8/30/2024,7008 VOLLEY COURT,FORT WORTH,TEXAS,76133,"32.64355,-97.401153",(254) 968-4004,(903) 872-0895,,,6,0,0,0,0,0,6,ROCK HOUSE SUPPORT SERVICES,FOR-PROFIT CORPORATION,PO BOX 953,STEPHENVILLE,TEXAS,76401,(254) 968-4004,(254) 965-8653,JOHN ALLEN,THE COMPANY OF ROCK HOUSE
licenses@brightspringhealth.com,OHARA,7285,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,147710,6/20/2022,6/20/2025,8321 OHARA,FORT WORTH,TX,76123,"32.621384,-97.365615",(817) 294-4945,(817) 563-1575,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,CHYMEKA JOHNSON,
johnmatt-allen@rockhouses.org,PETTIT HOUSE,111422,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,311583,9/1/2023,9/1/2026,4305 BARCELONA DR,FORT WORTH,TEXAS,76133,"32.649993,-97.38646",(254) 968-4004,,,45H419,6,0,0,0,0,0,6,ROCK HOUSE SUPPORT SERVICES INC,FOR-PROFIT CORPORATION,P.O. BOX 953,STEPHENVILLE,TX,76401,,,JOHN ALLEN,THE COMPANY OF ROCK HOUSE
licenses@brightspringhealth.com,POCO,7815,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,147778,9/13/2022,9/13/2025,6505 POCO COURT,FORT WORTH,TX,76133,"32.651105,-97.394492",(817) 294-9663,(817) 663-5090,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,LIMITED PARTNERSHIP,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(409) 840-9111,(502) 394-2285,FELICIA THOMPSON,
info@safecarepartners.net,SAFE CARE III,7476,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,150207,8/1/2022,8/1/2025,4244 RIVER BIRCH,FORT WORTH,TX,76137,"32.881426,-97.293498",(817) 847-5741,(817) 847-5721,,,6,0,0,0,0,0,6,"SCP ACQUISITION PARTNERS, LTD",Limited Liability Company (LLC),4244 RIVER BIRCH RD,FORT WORTH,TX,76137,(817) 847-5741,(817) 847-5721,ALICIA G KIRKPATRICK,JACK JUDSON LLC
safecarecenters@aol.com,SAFE CARE IV,7464,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,150049,8/1/2022,8/1/2025,7105 BENTLEY,FORT WORTH,TX,76137,"32.867657,-97.281027",(817) 577-2490,(817) 847-5741,,,6,0,0,0,0,0,6,"SCP ACQUISITION PARTNERS, LTD",Limited Liability Company (LLC),4244 RIVER BIRCH RD,FORT WORTH,TX,76137,(817) 847-5741,(817) 847-5721,ALICIA G KIRKPATRICK,JACK JUDSON LLC
doug-svien@rockhouses.org,SUMMER HOUSE 2,7430,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,150283,8/17/2023,8/17/2026,4445 CARTAGENA DRIVE,FORT WORTH,TX,76133,"32.648249,-97.389586",(817) 882-6440,(254) 965-8653,,,6,0,0,0,0,0,6,ROCK HOUSE SUPPORT SERVICES,FOR-PROFIT CORPORATION,PO BOX 953,STEPHENVILLE,TEXAS,76401,(254) 968-4004,(254) 965-8653,JOHN ALLEN,THE COMPANY OF ROCK HOUSE
johnmatt-allen@rockhouses.org,SUNSET ACRES HOUSE,110612,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,308620,8/1/2021,8/1/2024,7336 CHANNEL VIEW DRIVE,FORT WORTH,TEXAS,76133,"32.637532,-97.38059",(254) 968-4004,(903) 872-0895,,45H413,6,0,0,0,0,0,6,ROCK HOUSE SUPPORT SERVICES,FOR-PROFIT CORPORATION,PO BOX 953,STEPHENVILLE,TEXAS,76401,(254) 968-4004,(254) 965-8653,JOHN ALLEN,THE COMPANY OF ROCK HOUSE
,TARRANT COUNTY DADS SERVICES WEST LANE,106856,ICF/IID,3,IID TEAM,TARRANT,GOVERNMENT BASED,NO,YES,,,,6225 S HULEN,FORT WORTH,TX,76133,"32.6568,-97.395511",,,,45H354,6,0,0,0,0,0,6,MHMR OF TARRANT COUNTY,OTHER (UNLICENSED),PO BOX 2603,FORT WORTH,TX,76113,(817) 569-4029,(817) 569-4130,LILA MCCRAY,
,TARRANT COUNTY MHMR SERVICES TRAINING RESIDENCE 2,3829,ICF/IID,3,IID TEAM,TARRANT,GOVERNMENT BASED,NO,YES,,,,701 SANDY LN,FORT WORTH,TX,76120,"32.770984,-97.195048",(817) 446-8324,,,,8,0,0,0,0,0,8,MHMR OF TARRANT COUNTY,OTHER (UNLICENSED),PO BOX 2603,FORT WORTH,TX,76113,(817) 569-4029,(817) 569-4130,,
,TARRANT COUNTY MHMR SERVICES TRAINING RESIDENCE 5,3812,ICF/IID,3,IID TEAM,TARRANT,GOVERNMENT BASED,NO,YES,,,,4833 DIAZ,FORT WORTH,TX,76107,"32.726979,-97.393041",(817) 731-3522,,,,8,0,0,0,0,0,8,MHMR OF TARRANT COUNTY,OTHER (UNLICENSED),PO BOX 2603,FORT WORTH,TX,76113,(817) 569-4029,(817) 569-4130,EDITH BROWN MIDDLETON,
,TRAINING RESIDENCE 7,7370,ICF/IID,3,IID TEAM,TARRANT,GOVERNMENT BASED,NO,YES,,,,6312 KINGSWOOD,FORT WORTH,TX,76133,"32.653064,-97.391975",(817) 370-9465,,,,6,0,0,0,0,0,6,MHMR OF TARRANT COUNTY,OTHER (UNLICENSED),PO BOX 2603,FORT WORTH,TX,76113,(817) 569-4029,(817) 569-4130,,
,TRAINING RESIDENCE 8 TARRANT COUNTY MHMR,7351,ICF/IID,3,IID TEAM,TARRANT,GOVERNMENT BASED,NO,YES,,,,6341 JUNEAU,FORT WORTH,TX,76116,"32.746723,-97.424564",(817) 737-2919,,,,6,0,0,0,0,0,6,MHMR OF TARRANT COUNTY,OTHER (UNLICENSED),PO BOX 2603,FORT WORTH,TX,76113,(817) 569-4029,(817) 569-4130,,
licenses@brightspringhealth.com,WHITMAN,3641,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,144225,1/22/2023,1/22/2026,6524 WHITMAN,FORT WORTH,TX,76133,"32.650846,-97.402398",(817) 294-8229,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING CORPORATION  TEXAS,FOR-PROFIT CORPORATION,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(502) 394-2100,(502) 394-2369,DEBORAH HINTON,
,WILLIAMS ROAD,3739,ICF/IID,3,IID TEAM,TARRANT,GOVERNMENT BASED,NO,YES,,,,1136 WILLIAMS ROAD,FORT WORTH,TX,76120,"32.762552,-97.201262",(817) 731-3985,,,,8,0,0,0,0,0,8,MHMR OF TARRANT COUNTY,OTHER (UNLICENSED),PO BOX 2603,FORT WORTH,TX,76113,(817) 569-4029,(817) 569-4130,,
lila.mccray@mhmrtc.org,WORRELL,110604,ICF/IID,3,IID TEAM,TARRANT,GOVERNMENT BASED,NO,YES,103300,12/7/2020,12/7/2023,3829 FENTON DRIVE,FORT WORTH,TEXAS,76133,"32.659062,-97.376153",(817) 263-0234,,,,6,0,0,0,0,0,6,MHMR OF TARRANT COUNTY,OTHER (UNLICENSED),PO BOX 2603,FORT WORTH,TX,76113,(817) 569-4029,(817) 569-4130,PETER TIERNEY,
aimhigh.hcs@gmail.com,WALNUT CREEK RESIDENTIAL SERVICES  INC,7453,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,146762,1/29/2024,1/29/2027,4611 YALE DR.,GRAND PRAIRIE,TX,75052,"32.660293,-97.056923",(972) 641-7696,(972) 641-7695,,,6,0,0,0,0,0,6,WALNUT CREEK RESIDENTIAL SERVICES INC,FOR-PROFIT CORPORATION,2846 BIRMINGHAM DR,GRAND PRAIRIE,TX,75052,(972) 641-7696,(972) 641-7695,CONNIE R LEEMAUK,
aimhigh.hcs@gmail.com,BROOKWOOD II,7417,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,146940,3/1/2024,3/1/2027,649 CIRCLE VIEW S,HURST,TX,76054,"32.843526,-97.182637",(972) 641-7696,(817) 538-5976,,,6,0,0,0,0,0,6,SOUTHLAKE EDUCATIONAL CENTER INC,FOR-PROFIT CORPORATION,2580 W. CAMP WISDOM RD.  SUITE 100-261,GRAND PRAIRIE,TX,75052,(972) 641-7696,(972) 641-7695,CONNIE R LEEMAUK,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,3942,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,147572,1/1/2024,1/1/2027,540 HURSTVIEW,HURST,TX,76053,"32.818597,-97.177881",(817) 282-6362,,,,6,0,0,0,0,0,6,PHOENIX PARENT HOLDINGS INC,FOR-PROFIT CORPORATION,1901 CAMPUS PL,LOUISVILLE,KY,40222,,,CONNIE CAMPBELL,
cm3@newstart-inc.com,"NEWSTART, INC",3998,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,144587,5/1/2023,5/1/2026,201 WISTERIA,MANSFIELD,TX,76063,"32.569073,-97.124028",(817) 294-9675,(817) 294-9907,,,6,0,0,0,0,0,6,NEWSTART INC,FOR-PROFIT CORPORATION,PO BOX 331629,FORT WORTH,TX,76163,(817) 294-9675,(817) 294-9907,ANNE SETTLE,
aimhigh.hcs@gmail.com,BROOKWOOD I,7276,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,146557,3/1/2022,3/1/2025,2900 BROOKWOOD LN,SOUTHLAKE,TX,76092,"32.951897,-97.105614",(972) 641-7696,(972) 641-7695,,,6,0,0,0,0,0,6,LANGUAGE RESOURCE CENTER INC,FOR-PROFIT CORPORATION,2846 BIRMINGHAM DR,GRAND PRAIRIE,TX,75052,(972) 641-7696,(972) 641-7695,CONNIE R LEEMAUK,
aimhigh.hcs@gmail.com,BROOKWOOD I I I,7623,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,146549,3/1/2024,3/1/2027,2410 TAYLOR ST,SOUTHLAKE,TX,76092,"32.973183,-97.130269",(972) 641-7696,(972) 641-7695,,,6,0,0,0,0,0,6,21ST CENTURY LIVING CENTERS INC,FOR-PROFIT CORPORATION,2580 W. CAMP WISDOM RD. SUITE 100-261,GRAND PRAIRIE,TX,75052,(972) 641-7696,(972) 641-7695,CONNIE R LEEMAUK,
info@safecarepartners.net,SAFE CARE I,7353,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,149990,8/1/2023,8/1/2026,6517 BROOKSIDE DR,WATAUGA,TX,76148,"32.856569,-97.241132",(817) 485-9529,(817) 847-5721,,,6,0,0,0,0,0,6,"SCP ACQUISITION PARTNERS, LTD",Limited Liability Company (LLC),4244 RIVER BIRCH RD,FORT WORTH,TX,76137,(817) 847-5741,(817) 847-5721,ALICIA G KIRKPATRICK,JACK JUDSON LLC
info@safecarepartners.net,SAFE CARE II,7410,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,149761,8/1/2023,8/1/2026,8005 LAZY BROOK DR,WATAUGA,TX,76148,"32.887512,-97.242838",(817) 485-6807,(817) 847-5721,,,6,0,0,0,0,0,6,"SCP ACQUISITION PARTNERS, LTD",Limited Liability Company (LLC),4244 RIVER BIRCH RD,FORT WORTH,TX,76137,(817) 847-5741,(817) 847-5721,ALICIA G KIRKPATRICK,JACK JUDSON LLC
,LOVELL HOUSE,106857,ICF/IID,3,IID TEAM,TARRANT,GOVERNMENT BASED,NO,YES,,,,5325 LOVELL AVENUE,WESTOVER HILLS,TX,76107,"32.730761,-97.402389",(817) 653-1493,,,45H351,6,0,0,0,0,0,6,MHMR OF TARRANT COUNTY,OTHER (UNLICENSED),PO BOX 2603,FORT WORTH,TX,76113,(817) 569-4029,(817) 569-4130,LILA MCCRAY,
mainstreamhab@sbcglobal.net,ALYSSA 1,7425,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,148234,8/1/2022,8/1/2025,9220 ALYSSA DR,WHITE SETTLEMENT,TX,76108,"32.746696,-97.475054",(817) 270-2747,(817) 270-1477,,,6,0,0,0,0,0,6,MHS OF TEXAS II INC,FOR-PROFIT CORPORATION,PO BOX 1035,AZLE,TX,76098,(817) 270-2747,(817) 270-1477,LISA A HENRY,
mainstreamhab@sbcglobal.net,ALYSSA 2,7305,ICF/IID,3,IID TEAM,TARRANT,PRIVATELY OWNED,YES,YES,147478,8/1/2022,8/1/2025,9212 ALYSSA,WHITE SETTLEMENT,TX,76108,"32.746697,-97.474662",(817) 270-2747,(817) 270-1477,,,6,0,0,0,0,0,6,MHS OF TEXAS II INC,FOR-PROFIT CORPORATION,PO BOX 1035,AZLE,TX,76098,(817) 270-2747,(817) 270-1477,LISA A HENRY,
adgray@kenmartx.com,ABILENE COMMUNITY RESIDENCE,3728,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,148903,3/15/2023,3/15/2026,3110 BUFFALO GAP RD,ABILENE,TX,79605,"32.412594,-99.753717",(325) 691-0810,(325) 691-1817,,,13,0,0,0,0,0,13,"KENMAR RESIDENTIAL SERVICES, INC",FOR-PROFIT CORPORATION,"33 CYPRESS BLVD., STE. 100",ROUND ROCK,TEXAS,78665,(512) 336-0800,(512) 336-0812,"WILLIAM K GRAY, II",
,ABILENE STATE SUPPORTED LIVING CENTER,7100,ICF/IID,2,ICF/IID,TAYLOR,STATE SCHOOL/STATE CENTER,NO,YES,,,,2501 MAPLE ST,ABILENE,TX,79602,"32.419625,-99.720799",(325) 692-4053,(325) 795-3853,,,662,0,0,0,0,0,662,DADS,STATE,PO BOX 12668,AUSTIN,TX,78711,(512) 454-3761,,,
rcaraway@driabilene.org,AMBER HOUSE,110804,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,310698,1/10/2023,1/10/2026,3264 VARNER LANE,ABILENE,TEXAS,79601,"32.497626,-99.764091",(325) 677-6815,(325) 673-7289,,45H420,6,0,0,0,0,0,6,DISABILITY RESOURCES INC,Nonprofit Organization,PO BOX 1880,ABILENE,TEXAS,79604,(325) 677-6815,(325) 673-7829,ROGER CARAWAY,
rcaraway@driabilene.org,ANDRESS HOUSE,107089,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,307549,9/1/2022,9/1/2025,3257 VARNER LANE,ABILENE,TX,79601,"32.497504,-99.764375",(325) 677-6815,(325) 673-7829,,45H355,6,0,0,0,0,0,6,DISABILITY RESOURCES INC,Nonprofit Organization,PO BOX 1880,ABILENE,TEXAS,79604,(325) 677-6815,(325) 673-7829,ROGER CARAWAY,
april.mock@thementornetwork.com,BIG SKY RANCH,3749,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,148800,12/1/2021,12/1/2024,2234 B AMY LYN AVE,ABILENE,TX,79603,"32.481393,-99.748715",(325) 676-5671,(512) 327-5355,,,13,0,0,0,0,0,13,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
,DAWNWOOD,110498,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,308324,6/14/2021,6/14/2023,3210 BELL PEPPER WAY,ABILENE,TX,79601,"32.4976,-99.7047",(325) 677-6815,(325) 673-7829,,45G972,6,0,0,0,0,0,6,R&K SPECIALIZED HOMES INC,FOR-PROFIT CORPORATION,P.O. BOX 17897,SAN ANTONIO,TX,78217,(210) 805-0802,(210) 805-0744,ROGER CARAWAY,
larryh@hillresource.com,EAST LAKE,7354,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,148757,1/10/2022,1/10/2025,3325 E LAKE RD,ABILENE,TX,79601,"32.491857,-99.690194",(325) 673-3346,(325) 794-0023,,,6,0,0,0,0,0,6,HILL RESOURCES INC,FOR-PROFIT CORPORATION,1071 NORTH JUDGE ELY BLVD #6424,ABILENE,TX,79601,(325) 673-3346,(325) 794-0023,LARRY L HILL,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,7324,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,146296,1/1/2024,1/1/2027,2326 BRENDA ST,ABILENE,TX,79605-1118,"32.422013,-99.799195",(325) 676-1473,(325) 676-1673,,,6,0,0,0,0,0,6,BRIGHTSPRING HEALTH HOLDINGS CORP,FOR-PROFIT CORPORATION,9901  LINN STATION RD,LOUISVILLE,KY,40223,,,AARON BUSHNELL,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,10198,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,146094,1/3/2024,1/3/2027,910 PARSONS RD,ABILENE,TX,79602-3110,"32.440006,-99.698109",(325) 676-1473,,,,6,0,0,0,0,0,6,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,LIMITED PARTNERSHIP,"805 N WHITTINGTON PARKWAY, SUITE 400",LOUISVILLE,KY,40222,(409) 840-9111,(502) 394-2285,AARON BUSHNELL,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,7383,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,146839,1/1/2024,1/1/2027,634 BACON DR,ABILENE,TX,79601-2051,"32.477136,-99.713456",(325) 676-1473,(325) 676-1673,,,6,0,0,0,0,0,6,PHOENIX INTERMEDIATE HOLDINGS INC,FOR-PROFIT CORPORATION,1901 CAMPUS PL,LOUISVILLE,KY,40299,,,AARON BUSHNELL,
licenses@brightspringhealth.com,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,7501,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,146354,1/1/2024,1/1/2027,1366 HIGHLAND AVE,ABILENE,TX,79605-4251,"32.433018,-99.74946",(325) 676-1473,(325) 676-1673,,,6,0,0,0,0,0,6,PHOENIX PARENT HOLDINGS INC,FOR-PROFIT CORPORATION,1901 CAMPUS PL,LOUISVILLE,KY,40222,,,AARON BUSHNELL,
bill@cpazone.net,GRACE RESIDENTIAL,7259,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,149012,2/1/2023,2/1/2026,1318 PIEDMONT DR,ABILENE,TX,79601,"32.457324,-99.701616",(325) 673-3397,(325) 673-3397,,45H353,6,0,0,0,0,0,6,LIVING RESOURCES LLC,Limited Liability Company (LLC),3125 S 27TH ST,ABILENE,TX,79605,(325) 695-2112,(325) 794-0023,LARRY L HILL,
rcaraway@driabilene.org,HAWTHORNE HOUSE,110490,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,148021,4/1/2021,4/1/2024,3302 BELLPEPPER WAY,ABILENE,TEXAS,79601,"32.4929,-99.7061",(325) 677-6815,(325) 673-7829,,,6,0,0,0,0,0,6,DISABILITY RESOURCES INC,Nonprofit Organization,PO BOX 1880,ABILENE,TEXAS,79604,(325) 677-6815,(325) 673-7829,ROGER CARAWAY,
ddoby@somaresources.biz,HIGH LIFE,3667,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,149862,6/1/2023,6/1/2026,#2 HIGH LIFE CIR,ABILENE,TX,79606,"32.391842,-99.757376",(325) 695-7860,(325) 695-2707,,,6,0,0,0,0,0,6,SOMA RESOURCES INC,FOR-PROFIT CORPORATION,SAME,ABILENE,TX,79605,(325) 695-7860,(325) 695-2707,ELIZABETH DIANE DOBY,
tcrn3@aol.com,LAWYERS LANE,7568,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,310949,2/1/2023,2/1/2026,1317 LAWYERS LANE,ABILENE,TEXAS,79602,"32.442487,-99.702018",(325) 673-2559,(325) 673-2559,,45H418,6,0,0,0,0,0,6,HILL RESOURCES INC,FOR-PROFIT CORPORATION,1071 NORTH JUDGE ELY BLVD #6424,ABILENE,TX,79601,(325) 673-3346,(325) 794-0023,TRACEY CUNNINGHAM,
april.mock@sevitahealth.com,MESQUITE VILLA,3770,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,148508,1/8/2023,1/8/2026,2234 A AMY LYN AVE,ABILENE,TX,79603,"32.481393,-99.748715",(325) 676-5662,(512) 327-5355,,,13,0,0,0,0,0,13,"D&S RESIDENTIAL SERVICES, LP",LIMITED PARTNERSHIP,8911 N CAPITAL OF TX HWYBLDG 1  STE 1300,AUSTIN,TX,78759,(512) 327-2325,(512) 327-5355,ROBERT HAM,
rcaraway@driabilene.org,MILLIORN HOUSE,110382,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,308946,10/1/2022,10/1/2025,3209 BELL PEPPER WAY,ABILENE,TEXAS,79601,"32.4929,-99.7069",(325) 677-6815,(325) 373-7829,,45H393,6,0,0,0,0,0,6,DISABILITY RESOURCES INC,Nonprofit Organization,PO BOX 1880,ABILENE,TEXAS,79604,(325) 677-6815,(325) 673-7829,ROGER CARAWAY,DISABILITY RESOURCES INC
ddoby@somaresources.biz,NORTH WILLIS,7298,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,149648,6/1/2023,6/1/2026,1855 N WILLIS ST,ABILENE,TX,79603,"32.471499,-99.763749",(325) 695-7860,(325) 695-2707,,,6,0,0,0,0,0,6,SOMA RESOURCES INC,FOR-PROFIT CORPORATION,SAME,ABILENE,TX,79605,(325) 695-7860,(325) 695-2707,ELIZABETH DIANE DOBY,SOMA RESOURCES INC
rcaraway@driabilene.org,ORSBURN HOUSE,106671,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,146268,12/13/2023,12/13/2026,3258 VARNER LANE,ABILENE,TX,79601,"32.497595,-99.764068",(325) 669-3670,(325) 665-8749,,45H339,6,0,0,0,0,0,6,DISABILITY RESOURCES INC,Nonprofit Organization,PO BOX 1880,ABILENE,TEXAS,79604,(325) 677-6815,(325) 673-7829,ROGER CARAWAY,
ddoby@somaresources.biz,OVER STREET,7386,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,149554,5/29/2023,5/29/2026,3190 OVER ST,ABILENE,TX,79605,"32.424719,-99.762186",(325) 691-0906,(325) 695-2707,,,6,0,0,0,0,0,6,SOMA RESOURCES INC,FOR-PROFIT CORPORATION,SAME,ABILENE,TX,79605,(325) 695-7860,(325) 695-2707,ELIZABETH DIANE DOBY,
ddoby@somaresources.biz,RICHLAND,7510,ICF/IID,2,ICF/IID,TAYLOR,PRIVATELY OWNED,YES,YES,149516,6/1/2023,6/1/2026,2010 RICHLAND ST,ABILENE,TX,79605,"32.473849,-99.775505",(325) 695-7860,(325) 695-2707,,,6,0,0,0,0,0,6,SOMA RESOURCES INC,FOR-PROFIT CORPORATION,SAME,ABILENE,TX,79605,(325) 695-7860,(325) 695-2707,ELIZABETH DIANE DOBY,
